Order_ID,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Discount,Payment_Method,Order_Date,Sales
ORD10607,CUST2480,Ananya More,31,Male,Nashik,Camera,Electronics,3,35000,0.1,Credit Card,2025-07-19,94500.0
ORD10608,CUST2803,Suresh Patil,59,Female,Bengaluru,Smartwatch,Electronics,4,6000,0.15,Credit Card,2025-06-19,20400.0
ORD10609,CUST2428,Vikram Deshmukh,65,Male,Delhi,Monitor,Electronics,3,14000,0.1,UPI,2025-04-10,37800.0
ORD10610,CUST1008,Vikram Shah,53,Female,Hyderabad,Smartwatch,Electronics,5,6000,0.05,Net Banking,2025-11-01,28500.0
ORD10611,CUST1220,Meera Gupta,31,Female,Ahmedabad,Mouse,Accessories,5,900,0.1,Credit Card,2025-03-24,4050.0
ORD10612,CUST1725,Arjun Deshmukh,19,Male,Chennai,Smartwatch,Electronics,1,6000,0.05,UPI,2025-04-09,5700.0
ORD10613,CUST1102,Riya Verma,19,Female,Ahmedabad,Camera,Electronics,4,35000,0.2,Debit Card,2025-02-27,112000.0
ORD10614,CUST2702,Meera Kulkarni,60,Female,Pune,Keyboard,Accessories,1,1800,0.1,UPI,2025-05-17,1620.0
ORD10615,CUST1774,Riya Singh,60,Male,Chennai,Camera,Electronics,2,35000,0.1,Cash,2025-03-11,63000.0
ORD10616,CUST1002,Amit Joshi,23,Female,Nagpur,Smartwatch,Electronics,5,6000,0.05,Credit Card,2025-04-13,28500.0
ORD10617,CUST2738,Priya Verma,42,Male,Ahmedabad,Camera,Electronics,4,35000,0.1,UPI,2025-10-03,126000.0
ORD10618,CUST2514,Meera Joshi,20,Male,Ahmedabad,Mobile Phone,Electronics,1,25000,0.05,Debit Card,2025-01-28,23750.0
ORD10619,CUST2865,Kavya Kulkarni,40,Female,Mumbai,Mouse,Accessories,1,900,0.0,UPI,2025-01-29,900.0
ORD10620,CUST1695,Neha Sharma,26,Male,Mumbai,Printer,Office,2,12000,0.05,Credit Card,2025-01-15,22800.0
ORD10621,CUST1771,Amit Shah,48,Male,Delhi,Keyboard,Accessories,1,1800,0.15,Debit Card,2025-01-11,1530.0
ORD10622,CUST1834,Arjun Verma,45,Female,Mumbai,Monitor,Electronics,3,14000,0.1,UPI,2025-03-19,37800.0
ORD10623,CUST1740,Riya Singh,42,Female,Nashik,Laptop,Electronics,5,55000,0.0,Net Banking,2025-09-11,275000.0
ORD10624,CUST1200,Pooja Khan,52,Female,Nagpur,Printer,Office,1,12000,0.15,Debit Card,2025-07-25,10200.0
ORD10625,CUST2993,Sneha Kulkarni,18,Male,Chennai,Laptop,Electronics,1,55000,0.05,UPI,2025-12-14,52250.0
ORD10626,CUST1026,Aditya Pawar,19,Female,Kolkata,Mouse,Accessories,2,900,0.05,UPI,2025-03-04,1710.0
ORD10627,CUST1944,Kavya Sharma,32,Male,Bengaluru,Keyboard,Accessories,3,1800,0.05,Credit Card,2025-07-07,5130.0
ORD10628,CUST2374,Neha Verma,60,Female,Nashik,Headphones,Electronics,1,2500,0.1,UPI,2025-03-15,2250.0
ORD10629,CUST1102,Sneha Gupta,57,Male,Mumbai,Monitor,Electronics,5,14000,0.1,UPI,2025-04-30,63000.0
ORD10630,CUST2672,Pooja Khan,33,Female,Chennai,Mobile Phone,Electronics,5,25000,0.1,Debit Card,2025-09-13,112500.0
ORD10631,CUST1963,Rahul Kulkarni,40,Female,Nagpur,Headphones,Electronics,1,2500,0.1,UPI,2025-11-07,2250.0
ORD10632,CUST2355,Neha Shah,52,Female,Mumbai,Mouse,Accessories,3,900,0.05,UPI,2025-12-20,2565.0
ORD10633,CUST1857,Ananya Singh,25,Female,Nashik,Printer,Office,5,12000,0.15,UPI,2025-12-17,51000.0
ORD10634,CUST1372,Neha Shah,24,Female,Mumbai,Mobile Phone,Electronics,5,25000,0.0,UPI,2025-02-25,125000.0
ORD10635,CUST1197,Riya Joshi,38,Female,Nagpur,Camera,Electronics,3,35000,0.15,UPI,2025-01-14,89250.0
ORD10636,CUST1510,Priya Pawar,52,Female,Kolkata,Smartwatch,Electronics,3,6000,0.1,Net Banking,2025-11-29,16200.0
ORD10637,CUST2996,Sneha Patil,56,Female,Hyderabad,Mobile Phone,Electronics,1,25000,0.1,Credit Card,2025-03-09,22500.0
ORD10638,CUST2015,Neha Joshi,54,Male,Pune,Mouse,Accessories,4,900,0.1,Credit Card,2025-08-07,3240.0
ORD10639,CUST2054,Vikram Kulkarni,50,Female,Ahmedabad,Tablet,Electronics,2,22000,0.1,Debit Card,2025-10-08,39600.0
ORD10640,CUST1923,Meera Gupta,54,Male,Delhi,Smartwatch,Electronics,4,6000,0.0,UPI,2025-08-18,24000.0
ORD10641,CUST1299,Vikram Gupta,52,Female,Delhi,Laptop,Electronics,4,55000,0.15,Cash,2025-01-23,187000.0
ORD10642,CUST2157,Neha Verma,35,Male,Kolkata,Monitor,Electronics,5,14000,0.0,UPI,2025-02-08,70000.0
ORD10643,CUST2792,Pooja More,36,Female,Pune,Laptop,Electronics,3,55000,0.0,Cash,2025-12-29,165000.0
ORD10644,CUST2556,Rohan Joshi,27,Male,Pune,Mobile Phone,Electronics,5,25000,0.1,UPI,2025-07-11,112500.0
ORD10645,CUST2332,Ananya Pawar,21,Male,Ahmedabad,Laptop,Electronics,2,55000,0.1,UPI,2025-11-03,99000.0
ORD10646,CUST1021,Meera Singh,47,Female,Hyderabad,Mouse,Accessories,1,900,0.0,Net Banking,2025-02-18,900.0
ORD10647,CUST2923,Rohan Sharma,62,Male,Hyderabad,Camera,Electronics,2,35000,0.15,UPI,2025-11-17,59500.0
ORD10648,CUST2065,Aarav Sharma,50,Male,Chennai,Printer,Office,5,12000,0.2,UPI,2025-08-27,48000.0
ORD10649,CUST2916,Pooja Joshi,21,Female,Nashik,Monitor,Electronics,5,14000,0.1,UPI,2025-08-02,63000.0
ORD10650,CUST2522,Neha Deshmukh,26,Male,Hyderabad,Laptop,Electronics,5,55000,0.1,Credit Card,2025-05-10,247500.0
ORD10651,CUST2984,Vikram Shah,34,Male,Bengaluru,Laptop,Electronics,5,55000,0.1,UPI,2025-03-03,247500.0
ORD10652,CUST2900,Rohan Joshi,60,Female,Pune,Mobile Phone,Electronics,4,25000,0.05,Debit Card,2025-09-14,95000.0
ORD10653,CUST1964,Riya Gupta,56,Female,Mumbai,Printer,Office,1,12000,0.1,UPI,2025-04-05,10800.0
ORD10654,CUST2496,Neha Patil,41,Male,Chennai,Headphones,Electronics,4,2500,0.15,UPI,2025-08-26,8500.0
ORD10655,CUST1967,Rahul Joshi,56,Male,Bengaluru,Laptop,Electronics,5,55000,0.2,UPI,2025-02-07,220000.0
ORD10656,CUST2688,Neha Singh,30,Male,Hyderabad,Mouse,Accessories,3,900,0.15,Credit Card,2025-03-30,2295.0
ORD10657,CUST2332,Meera Patil,43,Male,Chennai,Tablet,Electronics,4,22000,0.05,UPI,2025-11-19,83600.0
ORD10658,CUST1459,Priya Verma,36,Male,Delhi,Monitor,Electronics,5,14000,0.05,Net Banking,2025-06-15,66500.0
ORD10659,CUST1514,Ananya Shah,34,Male,Delhi,Laptop,Electronics,5,55000,0.05,UPI,2025-09-10,261250.0
ORD10660,CUST2527,Kavya Joshi,47,Female,Mumbai,Mouse,Accessories,1,900,0.05,Debit Card,2025-03-23,855.0
ORD10661,CUST2068,Sneha Gupta,43,Female,Nashik,Mouse,Accessories,2,900,0.05,UPI,2025-12-18,1710.0
ORD10662,CUST1041,Arjun Sharma,30,Male,Mumbai,Monitor,Electronics,4,14000,0.05,Credit Card,2025-04-29,53200.0
ORD10663,CUST1838,Rohan Singh,35,Male,Hyderabad,Headphones,Electronics,4,2500,0.1,UPI,2025-11-01,9000.0
ORD10664,CUST1263,Amit Sharma,38,Female,Kolkata,Mouse,Accessories,4,900,0.15,UPI,2025-07-22,3060.0
ORD10665,CUST2318,Pooja Khan,51,Male,Mumbai,Tablet,Electronics,5,22000,0.1,Net Banking,2025-03-19,99000.0
ORD10666,CUST1685,Priya Shah,64,Female,Nashik,Mouse,Accessories,1,900,0.15,Credit Card,2025-12-28,765.0
ORD10667,CUST2033,Priya Khan,26,Male,Chennai,Mouse,Accessories,5,900,0.0,Credit Card,2025-05-16,4500.0
ORD10668,CUST2077,Riya Gupta,47,Male,Kolkata,Mouse,Accessories,5,900,0.0,Debit Card,2025-05-12,4500.0
ORD10669,CUST2820,Aarav More,46,Male,Nashik,Camera,Electronics,3,35000,0.15,UPI,2025-05-01,89250.0
ORD10670,CUST2023,Riya Shah,46,Male,Chennai,Camera,Electronics,1,35000,0.1,Cash,2025-08-30,31500.0
ORD10671,CUST1128,Rahul More,63,Female,Hyderabad,Headphones,Electronics,4,2500,0.1,UPI,2025-02-24,9000.0
ORD10672,CUST1531,Riya Shah,36,Female,Delhi,Laptop,Electronics,2,55000,0.0,Credit Card,2025-11-11,110000.0
ORD10673,CUST2988,Suresh More,25,Male,Nashik,Mouse,Accessories,4,900,0.05,UPI,2025-01-09,3420.0
ORD10674,CUST1644,Riya Sharma,61,Female,Bengaluru,Printer,Office,5,12000,0.1,Credit Card,2025-01-20,54000.0
ORD10675,CUST1525,Neha Deshmukh,34,Male,Bengaluru,Laptop,Electronics,1,55000,0.15,Credit Card,2025-07-11,46750.0
ORD10676,CUST2756,Aarav More,29,Female,Mumbai,Headphones,Electronics,1,2500,0.15,UPI,2025-04-28,2125.0
ORD10677,CUST2803,Neha Singh,32,Female,Nagpur,Keyboard,Accessories,1,1800,0.1,UPI,2025-07-28,1620.0
ORD10678,CUST1757,Pooja Sharma,22,Male,Bengaluru,Laptop,Electronics,3,55000,0.1,UPI,2025-02-11,148500.0
ORD10679,CUST2794,Riya Kulkarni,51,Male,Nashik,Laptop,Electronics,4,55000,0.15,UPI,2025-12-22,187000.0
ORD10680,CUST1966,Neha Pawar,20,Male,Nagpur,Smartwatch,Electronics,3,6000,0.1,Debit Card,2025-08-14,16200.0
ORD10681,CUST2164,Kavya Deshmukh,22,Male,Nashik,Mobile Phone,Electronics,2,25000,0.1,Debit Card,2025-01-28,45000.0
ORD10682,CUST1894,Rohan Pawar,51,Female,Bengaluru,Smartwatch,Electronics,5,6000,0.15,Credit Card,2025-09-01,25500.0
ORD10683,CUST1759,Neha Joshi,26,Female,Nagpur,Tablet,Electronics,3,22000,0.15,UPI,2025-02-17,56100.0
ORD10684,CUST1232,Amit Pawar,41,Female,Pune,Camera,Electronics,3,35000,0.15,Net Banking,2025-02-02,89250.0
ORD10685,CUST1933,Suresh Pawar,22,Male,Bengaluru,Camera,Electronics,5,35000,0.05,Debit Card,2025-08-09,166250.0
ORD10686,CUST2592,Vikram Joshi,44,Male,Mumbai,Mobile Phone,Electronics,1,25000,0.1,UPI,2025-04-04,22500.0
ORD10687,CUST1088,Kavya Sharma,37,Male,Kolkata,Monitor,Electronics,5,14000,0.15,Debit Card,2025-01-11,59500.0
ORD10688,CUST1766,Rahul Deshmukh,64,Female,Bengaluru,Monitor,Electronics,4,14000,0.0,UPI,2025-09-02,56000.0
ORD10689,CUST2588,Riya Khan,62,Male,Pune,Headphones,Electronics,5,2500,0.15,Debit Card,2025-01-17,10625.0
ORD10690,CUST2783,Rohan Shah,58,Male,Nashik,Mobile Phone,Electronics,1,25000,0.0,Credit Card,2025-12-10,25000.0
ORD10691,CUST2788,Priya Singh,19,Female,Delhi,Laptop,Electronics,5,55000,0.15,Credit Card,2025-08-03,233750.0
ORD10692,CUST1637,Riya Patil,40,Male,Chennai,Monitor,Electronics,3,14000,0.1,UPI,2025-12-25,37800.0
ORD10693,CUST1201,Meera Joshi,51,Male,Nagpur,Mouse,Accessories,2,900,0.0,Debit Card,2025-09-27,1800.0
ORD10694,CUST1986,Ananya Pawar,46,Male,Kolkata,Printer,Office,3,12000,0.1,Cash,2025-12-08,32400.0
ORD10695,CUST2412,Neha Kulkarni,60,Male,Kolkata,Laptop,Electronics,2,55000,0.1,UPI,2025-07-04,99000.0
ORD10696,CUST1361,Ananya Pawar,52,Male,Ahmedabad,Tablet,Electronics,5,22000,0.1,UPI,2025-09-13,99000.0
ORD10697,CUST1132,Sneha Kulkarni,47,Male,Delhi,Mouse,Accessories,4,900,0.05,Debit Card,2025-09-15,3420.0
ORD10698,CUST1177,Amit Gupta,20,Male,Nashik,Mouse,Accessories,5,900,0.15,Debit Card,2025-04-02,3825.0
ORD10699,CUST2076,Ananya Khan,27,Male,Hyderabad,Mobile Phone,Electronics,1,25000,0.1,Debit Card,2025-02-25,22500.0
ORD10700,CUST2570,Aarav More,51,Male,Kolkata,Headphones,Electronics,5,2500,0.1,Credit Card,2025-11-16,11250.0
ORD10701,CUST1022,Rohan Patil,18,Female,Bengaluru,Tablet,Electronics,2,22000,0.0,Credit Card,2025-03-26,44000.0
ORD10702,CUST1653,Priya Joshi,23,Male,Hyderabad,Monitor,Electronics,3,14000,0.15,UPI,2025-12-05,35700.0
ORD10703,CUST2343,Amit Sharma,23,Male,Pune,Mobile Phone,Electronics,4,25000,0.0,UPI,2025-02-01,100000.0
ORD10704,CUST1783,Riya More,60,Female,Nashik,Monitor,Electronics,5,14000,0.1,Credit Card,2025-05-26,63000.0
ORD10705,CUST1168,Meera Singh,33,Male,Mumbai,Mobile Phone,Electronics,5,25000,0.15,Cash,2025-04-19,106250.0
ORD10706,CUST2062,Pooja Sharma,18,Female,Pune,Mobile Phone,Electronics,3,25000,0.05,UPI,2025-01-26,71250.0
ORD10707,CUST1873,Ananya Pawar,22,Male,Hyderabad,Mobile Phone,Electronics,4,25000,0.1,Net Banking,2025-01-13,90000.0
ORD10708,CUST2782,Ananya Shah,42,Female,Ahmedabad,Headphones,Electronics,5,2500,0.05,Net Banking,2025-07-23,11875.0
ORD10709,CUST2771,Ananya Shah,44,Female,Nashik,Mobile Phone,Electronics,5,25000,0.15,Debit Card,2025-03-23,106250.0
ORD10710,CUST2591,Kavya Gupta,59,Female,Mumbai,Keyboard,Accessories,2,1800,0.1,Net Banking,2025-05-09,3240.0
ORD10711,CUST1940,Riya Patil,55,Female,Delhi,Printer,Office,2,12000,0.15,Credit Card,2025-02-20,20400.0
ORD10712,CUST2397,Riya Sharma,60,Male,Hyderabad,Monitor,Electronics,1,14000,0.15,Credit Card,2025-06-25,11900.0
ORD10713,CUST1632,Rahul More,43,Female,Mumbai,Laptop,Electronics,3,55000,0.1,Credit Card,2025-09-06,148500.0
ORD10714,CUST2602,Arjun Khan,33,Male,Hyderabad,Smartwatch,Electronics,4,6000,0.1,Cash,2025-03-24,21600.0
ORD10715,CUST1834,Priya Khan,62,Male,Nagpur,Tablet,Electronics,5,22000,0.1,Net Banking,2025-03-15,99000.0
ORD10716,CUST2451,Riya Khan,61,Male,Chennai,Camera,Electronics,5,35000,0.05,Cash,2025-07-29,166250.0
ORD10717,CUST2864,Aditya Shah,43,Male,Hyderabad,Headphones,Electronics,1,2500,0.1,UPI,2025-01-08,2250.0
ORD10718,CUST2190,Meera Deshmukh,62,Female,Pune,Laptop,Electronics,5,55000,0.15,Credit Card,2025-04-03,233750.0
ORD10719,CUST1722,Sneha Pawar,54,Male,Kolkata,Mouse,Accessories,3,900,0.05,Credit Card,2025-01-28,2565.0
ORD10720,CUST2526,Rahul Singh,45,Female,Bengaluru,Keyboard,Accessories,1,1800,0.05,Credit Card,2025-02-01,1710.0
ORD10721,CUST2949,Rohan Khan,45,Male,Nashik,Camera,Electronics,3,35000,0.05,Credit Card,2025-10-31,99750.0
ORD10722,CUST2099,Amit Verma,47,Female,Bengaluru,Smartwatch,Electronics,1,6000,0.05,UPI,2025-06-27,5700.0
ORD10723,CUST1440,Aditya Joshi,30,Female,Mumbai,Laptop,Electronics,5,55000,0.0,Cash,2025-05-23,275000.0
ORD10724,CUST2670,Amit Verma,42,Female,Mumbai,Camera,Electronics,1,35000,0.1,Net Banking,2025-02-25,31500.0
ORD10725,CUST2289,Vikram Singh,62,Female,Chennai,Laptop,Electronics,2,55000,0.1,UPI,2025-11-22,99000.0
ORD10726,CUST2430,Kavya Khan,36,Female,Ahmedabad,Keyboard,Accessories,4,1800,0.1,Debit Card,2025-01-21,6480.0
ORD10727,CUST2710,Suresh Verma,30,Male,Delhi,Smartwatch,Electronics,5,6000,0.05,Credit Card,2025-12-07,28500.0
ORD10728,CUST1243,Suresh Kulkarni,28,Male,Hyderabad,Mouse,Accessories,4,900,0.1,Net Banking,2025-10-29,3240.0
ORD10729,CUST1601,Vikram Shah,65,Female,Pune,Mobile Phone,Electronics,5,25000,0.15,Debit Card,2025-12-29,106250.0
ORD10730,CUST1762,Amit Singh,40,Female,Bengaluru,Monitor,Electronics,4,14000,0.2,Debit Card,2025-03-23,44800.0
ORD10731,CUST1543,Neha Joshi,31,Male,Ahmedabad,Mouse,Accessories,2,900,0.1,Net Banking,2025-02-19,1620.0
ORD10732,CUST1277,Arjun Sharma,27,Male,Hyderabad,Mobile Phone,Electronics,4,25000,0.0,Debit Card,2025-06-09,100000.0
ORD10733,CUST1550,Ananya Deshmukh,51,Male,Ahmedabad,Headphones,Electronics,1,2500,0.2,Credit Card,2025-02-20,2000.0
ORD10734,CUST2332,Suresh More,57,Male,Hyderabad,Printer,Office,4,12000,0.1,UPI,2025-10-11,43200.0
ORD10735,CUST1403,Priya Shah,40,Female,Ahmedabad,Tablet,Electronics,5,22000,0.05,Net Banking,2025-12-09,104500.0
ORD10736,CUST1650,Meera Gupta,57,Male,Nagpur,Tablet,Electronics,3,22000,0.0,Credit Card,2025-06-04,66000.0
ORD10737,CUST2454,Vikram Khan,38,Female,Kolkata,Monitor,Electronics,4,14000,0.0,Debit Card,2025-09-01,56000.0
ORD10738,CUST1997,Amit Joshi,37,Female,Kolkata,Smartwatch,Electronics,4,6000,0.0,Credit Card,2025-01-19,24000.0
ORD10739,CUST1076,Meera Kulkarni,49,Male,Delhi,Keyboard,Accessories,4,1800,0.0,UPI,2025-10-10,7200.0
ORD10740,CUST1339,Kavya Deshmukh,31,Male,Kolkata,Smartwatch,Electronics,5,6000,0.15,Credit Card,2025-08-23,25500.0
ORD10741,CUST1765,Aarav More,41,Male,Hyderabad,Keyboard,Accessories,4,1800,0.1,UPI,2025-07-02,6480.0
ORD10742,CUST2474,Neha Khan,63,Female,Hyderabad,Smartwatch,Electronics,5,6000,0.1,Debit Card,2025-04-08,27000.0
ORD10743,CUST2103,Suresh Pawar,35,Male,Kolkata,Printer,Office,5,12000,0.15,UPI,2025-06-26,51000.0
ORD10744,CUST1038,Rohan Joshi,64,Male,Mumbai,Headphones,Electronics,3,2500,0.15,UPI,2025-06-06,6375.0
ORD10745,CUST1318,Aarav Kulkarni,47,Male,Ahmedabad,Headphones,Electronics,1,2500,0.15,UPI,2025-12-22,2125.0
ORD10746,CUST2352,Arjun Khan,45,Male,Delhi,Mobile Phone,Electronics,5,25000,0.2,Cash,2025-06-03,100000.0
ORD10747,CUST2454,Kavya Singh,65,Male,Chennai,Camera,Electronics,2,35000,0.05,UPI,2025-08-24,66500.0
ORD10748,CUST2187,Ananya More,31,Male,Chennai,Headphones,Electronics,4,2500,0.2,UPI,2025-09-21,8000.0
ORD10749,CUST2382,Suresh Singh,59,Male,Nagpur,Headphones,Electronics,2,2500,0.1,Credit Card,2025-09-16,4500.0
ORD10750,CUST2963,Neha Gupta,38,Female,Delhi,Mouse,Accessories,4,900,0.0,UPI,2025-03-16,3600.0
ORD10751,CUST1640,Rohan Patil,51,Male,Nashik,Mouse,Accessories,3,900,0.1,Cash,2025-10-21,2430.0
ORD10752,CUST1670,Meera Joshi,22,Female,Nashik,Mobile Phone,Electronics,5,25000,0.1,Debit Card,2025-10-23,112500.0
ORD10753,CUST1329,Aarav Verma,48,Female,Mumbai,Camera,Electronics,1,35000,0.15,Debit Card,2025-05-08,29750.0
ORD10754,CUST2855,Rohan Joshi,20,Female,Bengaluru,Monitor,Electronics,5,14000,0.05,UPI,2025-11-24,66500.0
ORD10755,CUST2438,Riya More,40,Male,Pune,Mouse,Accessories,4,900,0.1,UPI,2025-10-11,3240.0
ORD10756,CUST2905,Vikram Deshmukh,56,Male,Chennai,Monitor,Electronics,1,14000,0.0,UPI,2025-08-01,14000.0
ORD10757,CUST2619,Neha Shah,61,Female,Ahmedabad,Laptop,Electronics,5,55000,0.05,UPI,2025-11-08,261250.0
ORD10758,CUST2949,Meera Pawar,47,Female,Kolkata,Mouse,Accessories,1,900,0.0,Credit Card,2025-11-11,900.0
ORD10759,CUST2986,Suresh Deshmukh,59,Male,Delhi,Printer,Office,4,12000,0.1,UPI,2025-05-07,43200.0
ORD10760,CUST1476,Priya More,60,Male,Bengaluru,Camera,Electronics,3,35000,0.15,Credit Card,2025-03-28,89250.0
ORD10761,CUST2480,Ananya More,47,Female,Pune,Mobile Phone,Electronics,3,25000,0.05,UPI,2025-10-07,71250.0
ORD10762,CUST2753,Pooja Patil,53,Male,Bengaluru,Laptop,Electronics,5,55000,0.1,UPI,2025-11-10,247500.0
ORD10763,CUST2738,Priya Gupta,55,Female,Pune,Camera,Electronics,2,35000,0.05,UPI,2025-03-07,66500.0
ORD10764,CUST2814,Meera Deshmukh,24,Female,Delhi,Printer,Office,4,12000,0.0,Debit Card,2025-02-22,48000.0
ORD10765,CUST2955,Aditya Sharma,22,Male,Kolkata,Camera,Electronics,5,35000,0.1,Credit Card,2025-01-04,157500.0
ORD10766,CUST2962,Suresh More,23,Female,Delhi,Printer,Office,5,12000,0.0,Debit Card,2025-04-21,60000.0
ORD10767,CUST2176,Neha More,31,Male,Nagpur,Printer,Office,3,12000,0.1,Debit Card,2025-02-10,32400.0
ORD10768,CUST1538,Vikram Gupta,28,Female,Nashik,Monitor,Electronics,1,14000,0.0,UPI,2025-10-05,14000.0
ORD10769,CUST2439,Rohan Kulkarni,54,Male,Nagpur,Smartwatch,Electronics,4,6000,0.0,Debit Card,2025-03-28,24000.0
ORD10770,CUST1343,Vikram Singh,19,Male,Nashik,Laptop,Electronics,1,55000,0.1,UPI,2025-10-25,49500.0
ORD10771,CUST2790,Rahul Patil,48,Female,Ahmedabad,Camera,Electronics,4,35000,0.1,Credit Card,2025-12-20,126000.0
ORD10772,CUST2410,Neha Sharma,63,Male,Bengaluru,Keyboard,Accessories,2,1800,0.0,UPI,2025-07-24,3600.0
ORD10773,CUST2787,Neha Pawar,44,Female,Nagpur,Laptop,Electronics,3,55000,0.1,Debit Card,2025-02-19,148500.0
ORD10774,CUST2191,Neha Kulkarni,33,Male,Delhi,Smartwatch,Electronics,2,6000,0.15,UPI,2025-11-23,10200.0
ORD10775,CUST2889,Arjun Shah,19,Male,Hyderabad,Laptop,Electronics,5,55000,0.1,Net Banking,2025-09-06,247500.0
ORD10776,CUST2496,Aarav Pawar,43,Male,Pune,Headphones,Electronics,3,2500,0.0,Credit Card,2025-04-21,7500.0
ORD10777,CUST1140,Arjun Patil,33,Female,Nagpur,Keyboard,Accessories,5,1800,0.1,Debit Card,2025-02-16,8100.0
ORD10778,CUST2253,Ananya Singh,26,Male,Bengaluru,Smartwatch,Electronics,2,6000,0.1,Debit Card,2025-03-17,10800.0
ORD10779,CUST1073,Vikram Sharma,26,Female,Ahmedabad,Monitor,Electronics,4,14000,0.0,Debit Card,2025-09-17,56000.0
ORD10780,CUST1428,Ananya Khan,22,Male,Mumbai,Camera,Electronics,5,35000,0.15,Credit Card,2025-03-30,148750.0
ORD10781,CUST2323,Priya Verma,53,Male,Chennai,Tablet,Electronics,1,22000,0.15,UPI,2025-11-04,18700.0
ORD10782,CUST2260,Ananya Singh,24,Female,Hyderabad,Smartwatch,Electronics,4,6000,0.15,UPI,2025-10-11,20400.0
ORD10783,CUST2731,Kavya Singh,49,Male,Mumbai,Mobile Phone,Electronics,4,25000,0.15,Credit Card,2025-10-31,85000.0
ORD10784,CUST1983,Amit Pawar,46,Male,Delhi,Camera,Electronics,2,35000,0.1,UPI,2025-09-25,63000.0
ORD10785,CUST1600,Arjun Shah,54,Female,Nashik,Smartwatch,Electronics,2,6000,0.1,UPI,2025-12-01,10800.0
ORD10786,CUST1097,Riya Kulkarni,20,Female,Mumbai,Headphones,Electronics,3,2500,0.1,Debit Card,2025-02-14,6750.0
ORD10787,CUST1478,Neha Gupta,47,Female,Nashik,Tablet,Electronics,3,22000,0.15,Credit Card,2025-02-22,56100.0
ORD10788,CUST2702,Pooja Deshmukh,57,Female,Kolkata,Headphones,Electronics,1,2500,0.1,Credit Card,2025-06-22,2250.0
ORD10789,CUST2022,Amit Gupta,48,Male,Ahmedabad,Tablet,Electronics,4,22000,0.05,UPI,2025-12-29,83600.0
ORD10790,CUST1491,Sneha Kulkarni,65,Female,Mumbai,Mobile Phone,Electronics,1,25000,0.05,Debit Card,2025-12-19,23750.0
ORD10791,CUST2986,Meera Verma,44,Female,Ahmedabad,Camera,Electronics,1,35000,0.15,UPI,2025-11-17,29750.0
ORD10792,CUST2320,Vikram Khan,23,Female,Ahmedabad,Monitor,Electronics,2,14000,0.0,Credit Card,2025-12-11,28000.0
ORD10793,CUST1406,Aarav Deshmukh,46,Male,Bengaluru,Headphones,Electronics,1,2500,0.1,Cash,2025-07-06,2250.0
ORD10794,CUST1715,Riya Singh,26,Female,Nashik,Headphones,Electronics,1,2500,0.2,Cash,2025-08-04,2000.0
ORD10795,CUST1447,Priya Shah,37,Female,Chennai,Printer,Office,5,12000,0.1,UPI,2025-09-04,54000.0
ORD10796,CUST1699,Vikram Joshi,28,Male,Nashik,Tablet,Electronics,3,22000,0.2,UPI,2025-07-09,52800.0
ORD10797,CUST2996,Aditya Kulkarni,36,Female,Kolkata,Mouse,Accessories,3,900,0.1,Debit Card,2025-03-23,2430.0
ORD10798,CUST2299,Arjun Joshi,56,Male,Ahmedabad,Camera,Electronics,4,35000,0.0,Debit Card,2025-10-23,140000.0
ORD10799,CUST2044,Vikram Gupta,27,Female,Nagpur,Tablet,Electronics,3,22000,0.15,Credit Card,2025-11-22,56100.0
ORD10800,CUST2911,Aarav More,22,Female,Hyderabad,Printer,Office,4,12000,0.05,UPI,2025-05-30,45600.0
ORD10801,CUST1585,Rahul Singh,56,Male,Delhi,Laptop,Electronics,5,55000,0.05,UPI,2025-03-12,261250.0
ORD10802,CUST1427,Aditya Pawar,40,Female,Pune,Tablet,Electronics,3,22000,0.05,Cash,2025-12-11,62700.0
ORD10803,CUST1954,Suresh Pawar,23,Male,Nagpur,Monitor,Electronics,5,14000,0.05,UPI,2025-07-02,66500.0
ORD10804,CUST1850,Vikram Khan,48,Male,Kolkata,Camera,Electronics,3,35000,0.05,Net Banking,2025-08-19,99750.0
ORD10805,CUST2385,Amit Shah,35,Male,Kolkata,Printer,Office,3,12000,0.05,Credit Card,2025-10-07,34200.0
ORD10806,CUST2334,Rahul Singh,38,Male,Delhi,Laptop,Electronics,5,55000,0.1,UPI,2025-12-15,247500.0
ORD10807,CUST1594,Suresh Kulkarni,32,Female,Delhi,Keyboard,Accessories,1,1800,0.15,UPI,2025-12-27,1530.0
ORD10808,CUST2832,Vikram Shah,48,Female,Nashik,Printer,Office,1,12000,0.05,UPI,2025-02-14,11400.0
ORD10809,CUST1356,Aditya Deshmukh,27,Male,Nashik,Keyboard,Accessories,1,1800,0.05,UPI,2025-01-02,1710.0
ORD10810,CUST1027,Priya Khan,23,Male,Nashik,Camera,Electronics,1,35000,0.1,UPI,2025-03-09,31500.0
ORD10811,CUST2677,Arjun Khan,41,Female,Mumbai,Headphones,Electronics,3,2500,0.1,Cash,2025-02-13,6750.0
ORD10812,CUST2071,Riya Deshmukh,50,Female,Hyderabad,Printer,Office,2,12000,0.15,Net Banking,2025-07-30,20400.0
ORD10813,CUST1456,Kavya Singh,45,Female,Nagpur,Mobile Phone,Electronics,5,25000,0.0,Debit Card,2025-02-27,125000.0
